,nmod,nsubj,xcomp,ccomp,advcl,iobj,mark,obj,obl,case,conj,advmod,nummod,flat,det,amod,acl,discourse,cc,dep:repeat,dislocated,cop,fixed,vocative,parataxis,csubj,ccomp:purp,acl:relcl,punct,advcl:seq,obj:po,nmod:poss,advcl:quote,advcl:conv,obj:lo,ccomp:quote,obj:ro,advcl:cond,appos,advcl:compar,advcl:purp,flat:name,ccomp:obj,csubj:quote,compound,xcomp:lo,conj:q,orphan,aux,compound:pred,nsubj:outer,xcomp:subj,obj:cs,compound:prt,csubj:outer,ccomp:iobj,ccomp:ro,obj:poss,ccomp:poss,ccomp:lo,advmod:q,nmod:quote,dep,aux:pass,nsubj:pass,det:poss,advmod:emph,list,det:adj,obl:tmod,det:pron,obl:agent,expl,det:noun,csubj:pass,compound:svc,obl:arg,advcl:cmp,advcl:relcl,cc:preconj,compound:smixut,obl:npmod,advmod:lmod,obj:agent,obl:lmod,nsubj:cop,aux:exhort,compound:lvc,nmod:npmod,compound:redup,case:loc,nsubj:caus,iobj:agent,aux:ex,aux:caus,flat:range,flat:dist,parataxis:obj,det:rel,expl:pv,goeswith,dep:comp,dislocated:obj,dep:redup,dislocated:subj,dep:conj,obl:mod,dislocated:mod,parataxis:parenth,parataxis:mod,dep:flat,nummod:gov,obl:depict,parataxis:discourse,obl:float,clf,nmod:gen,advmod:neg,flat:foreign,discourse:sp,compound:dir,clf:det,obj:periph,compound:vv,advcl:coverb,mark:rel,compound:quant,nsubj:periph,advmod:df,compound:ext,obl:patient,compound:vo,mark:adv,expl:pass,nmod:tmod,mark:prt,parataxis:rep,nmod:relat,aux:neg,acl:attr,nmod:attr,csubj:caus,flat:vv,nmod:unmarked,obl:unmarked,det:numgov,det:nummod,nmod:desc,det:predet,nmod:gobj,obl:cmp,csubj:cop,advmod:cmp,aux:aspect,compound:nn,aux:imp,xcomp:ds,obl:own,nmod:gsubj,aux:opt,cop:own,aux:tense,expl:subj,advcl:cleft,obj:lvc,expl:comp,parataxis:insert,ccomp:speech,nmod:name,obl:iobj,obl:final,nmod:iobj,nmod:pred,auxpart,obl:subj,obl:obj,case:gen,case:acc,compound:affix,mark:q,discourse:conn,nmod:det,advmod:loc,nmod:att,compound:preverb,advmod:tlocy,amod:att,advmod:mode,ccomp:obl,nmod:obl,ccomp:pred,advmod:que,advmod:to,advmod:tto,obl:lvc,advmod:locy,advmod:tfrom,amod:attlvc,nsubj:lvc,nmod:attlvc,compound:a,nmod:lmod,case:adv,xcomp:pred,obl:prep,csubj:cleft,case:voc,vocative:mention,parataxis:sentence,parataxis:rt,parataxis:hashtag,parataxis:url,expl:impers,parataxis:nsubj,parataxis:appos,discourse:emo,obj:appl,iobj:appl,flat:title,flat:num,dep:ss,dep:agr,aux:pot,advmod:deg,nmod:obj,nmod:subj,nmod:prp,obl:dat,obl:cau,advcl:abs,advmod:tmod,cop:outer,conj:expl,csubj:relcl,advcl:pred,ccomp:relcl,dislocated:nsubj,ccomp:reported,dislocated:advcl,flat:redup,csubj:reported,dislocated:csubj,parataxis:reporting,dislocated:obl,orphan:missing,dislocated:ccomp,flat:gov,xcomp:relcl,cop:emph,case:det,aux:part,cop:expl,dep:mod,obl:sentcon,dislocated:cleft,cc:nc,obl:advmod,nmod:bahuv,parataxis:conj,parataxis:dislocated,xcomp:obj,conj:redup,discourse:participant,discourse:enunc,obl:pronmod,obj:advneg,mark:advmod,nsubj:obj,obj:advmod,obj:obl,advmod:obl,nsubj:advmod,obj:infx,mark:int,nmod:pre,orphan:nsubjobj,aux:perf,aux:fut,aux:hab,nsubj:nc,amod:flat,aux:clitic,nmod:arg,nmod:flat,aux:cnd,discourse:intj,obl:cmpr,xcomp:cleft,advcl:cmpr,cop:locat,advmod:arg,ccomp:cleft,obl:orphan,nummod:flat,aux:q,acl:inf,expl:poss,ccomp:pmod,obl:pmod,advcl:tcl,nummod:entity,compound:coord,advcl:ccomp,obl:instr,nmod:appos,obl:goal,acl:dpct,obl:source,advcl:manner,obl:path,xcomp:result,advcl:dpct,obl:manner,advcl:fin,obl:benef,obl:soc,obl:grad,acl:ptcp,mark:sim,case:sim,advcl:caus,advcl:concess,acl:crel,ccomp:rel,compound:name,advcl:lcl,advcl:consec,acl:cont,acl:pred,compound:vsc,acl:cleft,nsubj:lfoc,nsubj:ifoc,iobj:patient,nsubj:bfoc,obl:inst,obl:poss,nmod:part,discourse:q,dep:der,nmod:comp,advcl:svc,advmod:det,acl:adv,flat:abs,flat:sibl,conj:svc,flat:repeat,parataxis:rel,vocative:cl,parataxis:newsent,dep:alt,nmod:cau,obl:with,det:pmod,advmod:adj,obl:comp,advcl:objective,acl:subj,compound:vmod,appos:nmod,mark:pcomp,compound:verbnoun,flat:number,obl:adj,obl:about,acl:tmod,compound:atov,xcomp:adj,compound:amod,csubj:vsubj,compound:apr,nsubj:xsubj,csubj:asubj,acl:tonp,compound:pron,advmod:dir,nsubj:nn,flat:time,xcomp:vcomp,compound:adj,flat:date,obl:adv,compound:z,nummod:det,xcomp:dir,case:pred,nmod:agent,nmod:redup,flat:frac,obl:appl,obj:caus,mark:plur,dep:infl,dep:cop,dep:aux,dep:pos,dep:emo,dep:mark,dep:ana
Cappadocian,0.8857248403967046,0.997772472089982,0.691289869405789,0.19590927087360493,0.7219280948873623,0.943601631299382,0.9606276613221152,0.8671571110274414,0.8258611443461177,0.34351974100740124,0.0,0.8890349038123858,0.2580186686648155,,0.07906626667058542,0.5564215672884281,0.0,0.4798320236161285,0.19409147246359704,,0.8904916402194913,0.8589810370425963,,0.37764632137370024,0.3013786435930858,,,0.8112781244591328,0.9494520153879484,,,,,,,,,,0.0,,,,,,,,,,0.1265315922233647,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.3227569588973982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalan,0.1837102203458036,0.6601878781301739,0.3436781502834945,0.5098230613762263,0.6210635937960429,,0.10966728857887276,0.9301661015820557,0.8711513332234799,0.1328326577243866,0.0,0.9122435390876243,0.6990928631799703,0.0,0.11094074316953136,0.7571040560188854,0.0109865037077048,,0.014123268870520525,,0.0,0.23823945434470759,0.0,0.0,0.998177061984324,0.6445550679687209,,0.0,0.987032033739208,,,,,,,,,,0.0,,,,,,0.01978180834080918,,,,0.10499388658423618,,0.0,,,,,,,,,,,,0.6278191534832795,,0.9709505944546686,,0.0,,,,,0.00997378069105074,0.29367630985136955,,0.0,,0.5924708333227975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18034223160662136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cebuano,0.9297432191769046,0.7444131797881748,,0.0,0.4689955935892812,,0.9090221560878149,0.228538143953528,0.3095434291503252,0.0,0.0,0.9843432030984678,0.0,0.0,0.0,0.8403586716091171,0.5032583347756457,0.0,0.0,,,,0.0,0.0,0.0,1.0,,,0.2318130500245902,,,,,,,,,,0.0,,,,,,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,0.0504147295645289,0.015245495534602437,0.7107870181939553,0.5407339709869653,0.1481932172138735,0.04870831254625328,0.979097234104388,0.10223549569525307,0.5547781633412736,0.9983766255938122,0.0,0.14577162596356874,0.057083289263163216,0.0,0.013711071541553151,0.032704771597905406,0.9998185584609883,0.36738132391264283,0.08554640902539642,,0.6526131699095398,0.0,0.0,0.4537163391869448,0.012490175335112137,0.0,,0.02753099442524117,0.8867832639710078,,,,,,,,,,0.0,,,0.0,,,0.025530302168094633,,,0.0,0.999353924714447,,0.0,,,,,,,,,,,,0.8256265261578954,0.0,0.0,,,,,0.15082431130226875,,0.0,,,0.0,0.0,0.9242909795281409,,,,,,,,0.0,,,,,,0.022658871367063262,,,,,,,,,,,,,,,,,,,,,,,,,0.5920006414705887,,,0.0,0.024278294457857025,0.0,,0.0,0.030028246032793852,,0.008276165934496184,,,0.0,0.0,0.023142453303498133,0.21084230031853213,0.6559420757694149,,0.14046538047978982,0.804886823664561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chukchi,0.6840384356390417,0.7357214210833413,1.0,0.0,0.8346482851813828,,0.9182958340544896,0.9717409002620052,0.8165187119538281,0.0,0.0,0.5882239640940954,0.0,0.0,0.691289869405789,0.21084230031853213,0.6840384356390417,0.8380078505079931,0.08499555983671264,,0.9910760598382222,0.4770713062193297,,0.4586858162005403,0.0,,,,0.0,,,0.7601675029619657,,,,,,,0.0,,,0.0,,,,,,0.863120568566631,0.691289869405789,,,,,,,,,,,,,,0.8997437586982626,,,,0.10559103637519526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.17203694935311378,0.9910760598382222,0.0,0.9709505944546686,0.8112781244591328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classical Armenian,0.5543403209654648,0.9282257531150289,0.711536494148244,0.25808778689770584,0.9846298375578423,0.6896901732658036,0.01133190377863813,0.947981958980111,0.891059354819737,0.11021774040049434,0.0,0.6866138597461953,0.9136617865655933,0.0,0.607688449458143,0.9998889584277906,0.44290144234905726,0.48791799258948587,0.046708490222852686,,0.3227569588973982,0.9234378761172621,0.0,0.8808923612692702,0.4439388086681847,0.8710542068156983,,,0.9999939361734416,,,,,,,,,,0.0,,,,,,0.4689955935892812,,,0.9533061920819335,0.7929365473251568,,,,,,,,,,,,,,,,0.7398554785735281,,,,,,,0.6064481901491524,,,0.5435644431995964,,0.3750514064240123,,,,,,,,,,,,,0.0,,0.6722948170756379,,,0.4689955935892812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classical Chinese,0.015734259291993877,0.006928243510558398,0.0,0.03306383625614581,0.1898608035902013,0.0,0.9663019561350268,0.12128840600894122,0.9482242285102678,0.9998256235717178,0.0,0.008692948781671457,0.4139633946019275,0.0,0.0,0.04421668123927429,0.0392802788595566,0.0,0.0,,0.5135877363803758,0.0,0.0,0.5387379148665815,0.008172874861341727,0.0,,,,,,,,,,,,,,,,,,,0.006571086065150493,,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.4689955935892812,,0.14871100390001496,,,0.692419486327474,,0.0,,,,,,,,,,0.9952124960636277,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.24678395505718845,,,0.0,0.005521869717575153,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coptic,0.0,0.5256527704618974,0.0,0.0,0.9368370297056126,0.0,0.0,0.0,0.2787784995707385,0.0,0.0,0.9000634259319265,0.4021791902022728,,0.18826659840166587,0.0,0.0,0.0,0.027014133895136627,,0.9226477100666767,0.0,0.0,0.9927744539878083,0.0685860940364442,0.0,,0.0,0.6665783579949205,,,0.82204161923575,,,,,,,0.0,,,,,,0.6500224216483541,,,0.6500224216483541,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21084230031853213,0.9034535552068337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatian,0.16384972301747056,0.775575693600326,0.25606366561107885,0.05573006891573524,0.9048337304509715,0.9931231770192239,0.1279127884365063,0.8258056917895888,0.926390285440893,0.012745262553343293,0.0,0.45186236833775273,0.521073886821551,0.0,0.037456600651947516,0.11855271517484052,0.07031131728103356,0.1814532295520736,0.08107572478195278,,0.0,0.6590962628147264,0.0,0.9980008838722996,0.7444963960868636,0.22953488698473065,,,0.9826301215435456,,,,,,,,,,0.0,,,,,,1.0,,,0.9537687742905855,0.8669109091005127,,,,,,,,,,,,,,0.954434002924965,,,,0.0,0.5746356978376794,,,,,0.8390660728523687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05824876103040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09183716557777416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech,0.2441026002396911,0.8931333764349677,0.3999959085314391,0.674068077655967,0.9025240441988192,0.8670781621295222,0.22467312736300332,0.8796927149542393,0.9872290127557618,0.00534989308447301,0.0,0.8166010215906535,0.9426374770802834,0.0,0.050574121864779525,0.409121983406502,0.07188755591407142,0.6118877390422486,0.13186081456520252,,,0.6663247636911629,0.0,0.9709505944546686,0.863120568566631,0.30801336575643873,,0.03270372400302537,0.9981401590149883,,,,,,,,,,0.0,,,,,,0.7950402793845223,,,0.043036444349230055,0.7604556145879422,,,,,,,,,,,,,,0.7548077860611084,0.06289867479464076,0.9933960426709554,,0.05871904129295249,,,,,0.9182958340544896,,,0.3123753408181891,,0.8953406958482791,,,,,,,,,,,,,,,,,,,,,,,0.8336809224596002,,,,,,,,,,,,0.14638418036268114,,,,,,,,,,,,,,,,,,,,,,0.6570941136936758,,,,,,,,,,,,0.3242475005644773,0.19823496409776623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danish,0.5537730594525935,0.6527579317125589,0.7686614293484184,0.9933698013767123,0.550132640962338,0.13996042758157534,0.25694174509706613,0.36231103917120827,0.6907811163919695,0.20603259670411472,0.0,0.9216460802018402,0.6315458349450046,0.0,0.021387811555477025,0.5622250192317106,0.0,0.9629004147713269,0.34548086431805175,,0.0,0.30762721638254387,0.0,0.9871377743721863,0.0,,,0.18832399436093855,0.9845971691470713,,,0.6917580824591021,,,,,,,0.0,,,,,,0.0,,,0.5916727785823275,0.10979978093136891,,0.0,,,0.6198759321939726,,,,,,,,,0.7112242353904317,,,,,0.0,,0.9918703867024695,,,0.7646648254756145,,,,,,,,,,0.26496353609662915,,0.24229218908241482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch,0.40280058278450265,0.7858209608534972,0.9122323393211027,0.3402495804846003,0.8695379985206717,0.9720397873222659,0.0852702405710729,0.9774385151290047,0.9735111700011441,0.11774580405393908,0.0,0.7888040880648947,0.6488235040690065,0.0,0.0015582822336642679,0.2099875450476828,0.9099957375781926,,0.04032332435849585,,,0.9459911656806406,0.0,,0.5609934998012007,0.414593425384114,,0.003103181126939845,0.9561636483286362,,,0.0,,,,,,,0.0,,,,,,,,,0.9231908099516584,0.46451494409055205,,0.9629004147713269,,,0.951360848936672,0.0,,,,,,,,,0.618335237046658,0.020420631962509414,,,,,,,0.9988621511417834,0.6628688531304328,,,,0.854898596075186,,,0.0,,,,,,,,,,,,,,,,,,,,0.9994110647387552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egyptian,0.0,0.733384804250258,0.0,0.15109697051711368,0.46247365992118794,,0.0,0.0,0.026960591299273154,0.09068101809615628,0.0,0.9361169611318012,0.0,0.0,0.19545131522071332,0.0,0.0,0.4689955935892812,0.0,,0.5095157180881823,0.7424875695421236,0.0,0.957802257210453,0.022788604553092683,0.9798687566511528,,0.0,0.559165158911191,,,0.0,,,,,,,0.0,,,,,,0.0,,,0.4021791902022728,0.0,,0.8112781244591328,,,,0.0,,,,,,,,0.49123734182433315,,0.0,,,0.0,,,,0.0,0.6500224216483541,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,0.37573069667238845,0.33704790376363664,0.09943895165850722,0.3574757284106267,0.8258789610914229,0.025029679389779916,0.0082118766947653,0.23251892189424836,0.497760672809709,0.21148226425349317,0.0,0.8193025152093314,0.7017582387675778,0.0,0.003141098887620515,0.29988291270266715,0.3155220276457263,0.6099100856025886,0.009930278172973874,,0.9843729783759213,0.50836864876409,0.0,0.9986692423110773,0.3503728334150738,0.9193149369269764,,0.011557283218438638,0.908703409875316,,,0.02389796966169789,,,,,,,0.0,,,,,,0.044097875092974234,,,0.5975977764379983,0.037857015036137365,,0.0,,,0.014724878652831182,0.0,,,,,,,,0.9989595114657399,0.08988869179627955,0.13446451754495645,,,0.020496657705832283,,0.19739074079266142,,0.027460072977490715,0.7287843001462082,,0.876716288999464,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03872591824291267,,,,,,,,,0.8591491332924284,0.987390179394456,,,0.1473106669304539,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erzya,0.2031596465223106,0.9281705635378297,0.6820518105356645,0.13016279066825942,0.9036969260198578,,0.4292113255093797,0.9810882100910183,0.9973901899634949,0.10535435680829447,0.0,0.6362385201271602,0.0,0.0,0.22746905864633904,0.057938868586642,0.512142399277117,0.7918583525674836,0.06591441234324169,,0.9182958340544896,0.9998783322990061,0.0,0.998082507968892,0.6840384356390417,0.7382848661434506,,0.512709142030877,0.9875808991002135,,,0.08079313589591118,,,,,,,0.0,,,0.0,,,0.6557663506531661,,,0.9182958340544896,0.2365762247069026,,,,,0.9182958340544896,,,,,,,,,0.8112781244591328,,,,,,,0.7455178428108284,,0.9456603046006401,0.0,,,,,0.0,,0.0,,,,,,0.6193821946787638,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09844697298394026,,,,,,,,,,,0.0,0.11911602665564835,0.0,0.0,0.4933757335098129,0.0,0.0,0.3095434291503252,0.5435644431995964,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esperanto,0.47218938467675076,0.0,0.0,0.0,0.863120568566631,,0.0,0.2623112196143366,0.21639693245126462,0.0,0.0,0.5631028237513912,0.0,,0.0,0.3347676126777638,0.4689955935892812,,0.0,,,0.0,,0.0,0.0,,,0.0,0.9718300042232968,,,0.0,,,,,,,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonian,0.6085265080869042,0.9154076231634944,0.696116648627817,0.8295982343708709,0.9347127771937579,,0.034121827380098335,0.9784996703124368,0.9988786866020184,0.7405365855571314,0.0,0.789160506370437,0.6379559799880162,0.0,0.09730016406280731,0.0937402332928457,0.8522711562112054,0.8039939375227652,0.011413074682832973,,,0.8352015875790982,0.0,0.9944178369587178,0.853267247903595,0.3935872746279701,,0.03236804986412327,0.9857602557155967,,,,,,,,,,0.0,,,,,,0.7607859931846075,,,0.9682963420010879,0.31597724553349926,,,,,0.9910598486821605,,,,,,,,,0.9366673818775626,,,,,0.0,,,,0.0,,,,,,,,0.16507608289671877,,,,,,0.8788204530320606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36121624600849195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
